gene_ctype,gene_name,cell_type,c_type_num,gene_num
PPIL4_Tem/Effector helper T cells,PPIL4,Tem/Effector helper T cells,10,143
PPIL4_Tem/Temra cytotoxic T cells,PPIL4,Tem/Temra cytotoxic T cells,12,143
PPIL4_Tem/Trm cytotoxic T cells,PPIL4,Tem/Trm cytotoxic T cells,14,143
PPIL4_pDC,PPIL4,pDC,8,143
PPP1R14C_Age-associated B cells,PPP1R14C,Age-associated B cells,2,31
PPP1R14C_CD16+ NK cells,PPP1R14C,CD16+ NK cells,18,31
PPP1R14C_CD16- NK cells,PPP1R14C,CD16- NK cells,17,31
PPP1R14C_Classical monocytes,PPP1R14C,Classical monocytes,5,31
PPP1R14C_DC2,PPP1R14C,DC2,7,31
PPP1R14C_MAIT cells,PPP1R14C,MAIT cells,15,31
PPP1R14C_Memory B cells,PPP1R14C,Memory B cells,1,31
PPP1R14C_NK cells,PPP1R14C,NK cells,16,31
PPP1R14C_Naive B cells,PPP1R14C,Naive B cells,0,31
PPP1R14C_Non-classical monocytes,PPP1R14C,Non-classical monocytes,6,31
PPP1R14C_Plasma cells,PPP1R14C,Plasma cells,4,31
PPP1R14C_Plasmablasts,PPP1R14C,Plasmablasts,3,31
PPP1R14C_Regulatory T cells,PPP1R14C,Regulatory T cells,11,31
PPP1R14C_Tcm/Naive cytotoxic T cells,PPP1R14C,Tcm/Naive cytotoxic T cells,13,31
PPP1R14C_Tcm/Naive helper T cells,PPP1R14C,Tcm/Naive helper T cells,9,31
PPP1R14C_Tem/Effector helper T cells,PPP1R14C,Tem/Effector helper T cells,10,31
PPP1R14C_Tem/Temra cytotoxic T cells,PPP1R14C,Tem/Temra cytotoxic T cells,12,31
PPP1R14C_Tem/Trm cytotoxic T cells,PPP1R14C,Tem/Trm cytotoxic T cells,14,31
PPP1R14C_pDC,PPP1R14C,pDC,8,31
PPP1R15A_Age-associated B cells,PPP1R15A,Age-associated B cells,2,59
PPP1R15A_CD16+ NK cells,PPP1R15A,CD16+ NK cells,18,59
PPP1R15A_CD16- NK cells,PPP1R15A,CD16- NK cells,17,59
PPP1R15A_Classical monocytes,PPP1R15A,Classical monocytes,5,59
PPP1R15A_DC2,PPP1R15A,DC2,7,59
PPP1R15A_MAIT cells,PPP1R15A,MAIT cells,15,59
PPP1R15A_Memory B cells,PPP1R15A,Memory B cells,1,59
PPP1R15A_NK cells,PPP1R15A,NK cells,16,59
PPP1R15A_Naive B cells,PPP1R15A,Naive B cells,0,59
PPP1R15A_Non-classical monocytes,PPP1R15A,Non-classical monocytes,6,59
PPP1R15A_Plasma cells,PPP1R15A,Plasma cells,4,59
PPP1R15A_Plasmablasts,PPP1R15A,Plasmablasts,3,59
PPP1R15A_Regulatory T cells,PPP1R15A,Regulatory T cells,11,59
PPP1R15A_Tcm/Naive cytotoxic T cells,PPP1R15A,Tcm/Naive cytotoxic T cells,13,59
PPP1R15A_Tcm/Naive helper T cells,PPP1R15A,Tcm/Naive helper T cells,9,59
PPP1R15A_Tem/Effector helper T cells,PPP1R15A,Tem/Effector helper T cells,10,59
PPP1R15A_Tem/Temra cytotoxic T cells,PPP1R15A,Tem/Temra cytotoxic T cells,12,59
PPP1R15A_Tem/Trm cytotoxic T cells,PPP1R15A,Tem/Trm cytotoxic T cells,14,59
PPP1R15A_pDC,PPP1R15A,pDC,8,59
PRKD1_Age-associated B cells,PRKD1,Age-associated B cells,2,61
PRKD1_CD16+ NK cells,PRKD1,CD16+ NK cells,18,61
PRKD1_CD16- NK cells,PRKD1,CD16- NK cells,17,61
PRKD1_Classical monocytes,PRKD1,Classical monocytes,5,61
PRKD1_DC2,PRKD1,DC2,7,61
PRKD1_MAIT cells,PRKD1,MAIT cells,15,61
PRKD1_Memory B cells,PRKD1,Memory B cells,1,61
PRKD1_NK cells,PRKD1,NK cells,16,61
PRKD1_Naive B cells,PRKD1,Naive B cells,0,61
PRKD1_Non-classical monocytes,PRKD1,Non-classical monocytes,6,61
PRKD1_Plasma cells,PRKD1,Plasma cells,4,61
PRKD1_Plasmablasts,PRKD1,Plasmablasts,3,61
PRKD1_Regulatory T cells,PRKD1,Regulatory T cells,11,61
PRKD1_Tcm/Naive cytotoxic T cells,PRKD1,Tcm/Naive cytotoxic T cells,13,61
PRKD1_Tcm/Naive helper T cells,PRKD1,Tcm/Naive helper T cells,9,61
PRKD1_Tem/Effector helper T cells,PRKD1,Tem/Effector helper T cells,10,61
PRKD1_Tem/Temra cytotoxic T cells,PRKD1,Tem/Temra cytotoxic T cells,12,61
PRKD1_Tem/Trm cytotoxic T cells,PRKD1,Tem/Trm cytotoxic T cells,14,61
PRKD1_pDC,PRKD1,pDC,8,61
PRM3_Age-associated B cells,PRM3,Age-associated B cells,2,4
PRM3_CD16+ NK cells,PRM3,CD16+ NK cells,18,4
PRM3_CD16- NK cells,PRM3,CD16- NK cells,17,4
PRM3_Classical monocytes,PRM3,Classical monocytes,5,4
PRM3_DC2,PRM3,DC2,7,4
PRM3_MAIT cells,PRM3,MAIT cells,15,4
PRM3_Memory B cells,PRM3,Memory B cells,1,4
PRM3_NK cells,PRM3,NK cells,16,4
PRM3_Naive B cells,PRM3,Naive B cells,0,4
PRM3_Non-classical monocytes,PRM3,Non-classical monocytes,6,4
PRM3_Plasma cells,PRM3,Plasma cells,4,4
PRM3_Plasmablasts,PRM3,Plasmablasts,3,4
PRM3_Regulatory T cells,PRM3,Regulatory T cells,11,4
PRM3_Tcm/Naive cytotoxic T cells,PRM3,Tcm/Naive cytotoxic T cells,13,4
PRM3_Tcm/Naive helper T cells,PRM3,Tcm/Naive helper T cells,9,4
PRM3_Tem/Effector helper T cells,PRM3,Tem/Effector helper T cells,10,4
PRM3_Tem/Temra cytotoxic T cells,PRM3,Tem/Temra cytotoxic T cells,12,4
PRM3_Tem/Trm cytotoxic T cells,PRM3,Tem/Trm cytotoxic T cells,14,4
PRM3_pDC,PRM3,pDC,8,4
PRR12_Age-associated B cells,PRR12,Age-associated B cells,2,69
PRR12_CD16+ NK cells,PRR12,CD16+ NK cells,18,69
PRR12_CD16- NK cells,PRR12,CD16- NK cells,17,69
PRR12_Classical monocytes,PRR12,Classical monocytes,5,69
PRR12_DC2,PRR12,DC2,7,69
PRR12_MAIT cells,PRR12,MAIT cells,15,69
PRR12_Memory B cells,PRR12,Memory B cells,1,69
PRR12_NK cells,PRR12,NK cells,16,69
PRR12_Naive B cells,PRR12,Naive B cells,0,69
PRR12_Non-classical monocytes,PRR12,Non-classical monocytes,6,69
PRR12_Plasma cells,PRR12,Plasma cells,4,69
PRR12_Plasmablasts,PRR12,Plasmablasts,3,69
PRR12_Regulatory T cells,PRR12,Regulatory T cells,11,69
PRR12_Tcm/Naive cytotoxic T cells,PRR12,Tcm/Naive cytotoxic T cells,13,69
PRR12_Tcm/Naive helper T cells,PRR12,Tcm/Naive helper T cells,9,69
PRR12_Tem/Effector helper T cells,PRR12,Tem/Effector helper T cells,10,69
PRR12_Tem/Temra cytotoxic T cells,PRR12,Tem/Temra cytotoxic T cells,12,69
PRR12_Tem/Trm cytotoxic T cells,PRR12,Tem/Trm cytotoxic T cells,14,69
PRR12_pDC,PRR12,pDC,8,69
PRSS37_Age-associated B cells,PRSS37,Age-associated B cells,2,43
PRSS37_CD16+ NK cells,PRSS37,CD16+ NK cells,18,43
PRSS37_CD16- NK cells,PRSS37,CD16- NK cells,17,43
PRSS37_Classical monocytes,PRSS37,Classical monocytes,5,43
PRSS37_DC2,PRSS37,DC2,7,43
PRSS37_MAIT cells,PRSS37,MAIT cells,15,43
PRSS37_Memory B cells,PRSS37,Memory B cells,1,43
PRSS37_NK cells,PRSS37,NK cells,16,43
PRSS37_Naive B cells,PRSS37,Naive B cells,0,43
PRSS37_Non-classical monocytes,PRSS37,Non-classical monocytes,6,43
PRSS37_Plasma cells,PRSS37,Plasma cells,4,43
PRSS37_Plasmablasts,PRSS37,Plasmablasts,3,43
PRSS37_Regulatory T cells,PRSS37,Regulatory T cells,11,43
PRSS37_Tcm/Naive cytotoxic T cells,PRSS37,Tcm/Naive cytotoxic T cells,13,43
PRSS37_Tcm/Naive helper T cells,PRSS37,Tcm/Naive helper T cells,9,43
PRSS37_Tem/Effector helper T cells,PRSS37,Tem/Effector helper T cells,10,43
PRSS37_Tem/Temra cytotoxic T cells,PRSS37,Tem/Temra cytotoxic T cells,12,43
PRSS37_Tem/Trm cytotoxic T cells,PRSS37,Tem/Trm cytotoxic T cells,14,43
PRSS37_pDC,PRSS37,pDC,8,43
PRSS54_Age-associated B cells,PRSS54,Age-associated B cells,2,283
PRSS54_CD16+ NK cells,PRSS54,CD16+ NK cells,18,283
PRSS54_CD16- NK cells,PRSS54,CD16- NK cells,17,283
PRSS54_Classical monocytes,PRSS54,Classical monocytes,5,283
PRSS54_DC2,PRSS54,DC2,7,283
PRSS54_MAIT cells,PRSS54,MAIT cells,15,283
PRSS54_Memory B cells,PRSS54,Memory B cells,1,283
PRSS54_NK cells,PRSS54,NK cells,16,283
PRSS54_Naive B cells,PRSS54,Naive B cells,0,283
PRSS54_Non-classical monocytes,PRSS54,Non-classical monocytes,6,283
PRSS54_Plasma cells,PRSS54,Plasma cells,4,283
PRSS54_Plasmablasts,PRSS54,Plasmablasts,3,283
PRSS54_Regulatory T cells,PRSS54,Regulatory T cells,11,283
PRSS54_Tcm/Naive cytotoxic T cells,PRSS54,Tcm/Naive cytotoxic T cells,13,283
PRSS54_Tcm/Naive helper T cells,PRSS54,Tcm/Naive helper T cells,9,283
PRSS54_Tem/Effector helper T cells,PRSS54,Tem/Effector helper T cells,10,283
PRSS54_Tem/Temra cytotoxic T cells,PRSS54,Tem/Temra cytotoxic T cells,12,283
PRSS54_Tem/Trm cytotoxic T cells,PRSS54,Tem/Trm cytotoxic T cells,14,283
PRSS54_pDC,PRSS54,pDC,8,283
PRX_Age-associated B cells,PRX,Age-associated B cells,2,139
PRX_CD16+ NK cells,PRX,CD16+ NK cells,18,139
PRX_CD16- NK cells,PRX,CD16- NK cells,17,139
PRX_Classical monocytes,PRX,Classical monocytes,5,139
PRX_DC2,PRX,DC2,7,139
PRX_MAIT cells,PRX,MAIT cells,15,139
PRX_Memory B cells,PRX,Memory B cells,1,139
PRX_NK cells,PRX,NK cells,16,139
PRX_Naive B cells,PRX,Naive B cells,0,139
PRX_Non-classical monocytes,PRX,Non-classical monocytes,6,139
PRX_Plasma cells,PRX,Plasma cells,4,139
PRX_Plasmablasts,PRX,Plasmablasts,3,139
PRX_Regulatory T cells,PRX,Regulatory T cells,11,139
PRX_Tcm/Naive cytotoxic T cells,PRX,Tcm/Naive cytotoxic T cells,13,139
PRX_Tcm/Naive helper T cells,PRX,Tcm/Naive helper T cells,9,139
PRX_Tem/Effector helper T cells,PRX,Tem/Effector helper T cells,10,139
PRX_Tem/Temra cytotoxic T cells,PRX,Tem/Temra cytotoxic T cells,12,139
PRX_Tem/Trm cytotoxic T cells,PRX,Tem/Trm cytotoxic T cells,14,139
PRX_pDC,PRX,pDC,8,139
PSMC3IP_Age-associated B cells,PSMC3IP,Age-associated B cells,2,177
PSMC3IP_CD16+ NK cells,PSMC3IP,CD16+ NK cells,18,177
PSMC3IP_CD16- NK cells,PSMC3IP,CD16- NK cells,17,177
PSMC3IP_Classical monocytes,PSMC3IP,Classical monocytes,5,177
PSMC3IP_DC2,PSMC3IP,DC2,7,177
PSMC3IP_MAIT cells,PSMC3IP,MAIT cells,15,177
PSMC3IP_Memory B cells,PSMC3IP,Memory B cells,1,177
PSMC3IP_NK cells,PSMC3IP,NK cells,16,177
PSMC3IP_Naive B cells,PSMC3IP,Naive B cells,0,177
PSMC3IP_Non-classical monocytes,PSMC3IP,Non-classical monocytes,6,177
PSMC3IP_Plasma cells,PSMC3IP,Plasma cells,4,177
PSMC3IP_Plasmablasts,PSMC3IP,Plasmablasts,3,177
PSMC3IP_Regulatory T cells,PSMC3IP,Regulatory T cells,11,177
PSMC3IP_Tcm/Naive cytotoxic T cells,PSMC3IP,Tcm/Naive cytotoxic T cells,13,177
PSMC3IP_Tcm/Naive helper T cells,PSMC3IP,Tcm/Naive helper T cells,9,177
PSMC3IP_Tem/Effector helper T cells,PSMC3IP,Tem/Effector helper T cells,10,177
PSMC3IP_Tem/Temra cytotoxic T cells,PSMC3IP,Tem/Temra cytotoxic T cells,12,177
PSMC3IP_Tem/Trm cytotoxic T cells,PSMC3IP,Tem/Trm cytotoxic T cells,14,177
PSMC3IP_pDC,PSMC3IP,pDC,8,177
PYCR1_Age-associated B cells,PYCR1,Age-associated B cells,2,109
PYCR1_CD16+ NK cells,PYCR1,CD16+ NK cells,18,109
PYCR1_CD16- NK cells,PYCR1,CD16- NK cells,17,109
PYCR1_Classical monocytes,PYCR1,Classical monocytes,5,109
PYCR1_DC2,PYCR1,DC2,7,109
PYCR1_MAIT cells,PYCR1,MAIT cells,15,109
PYCR1_Memory B cells,PYCR1,Memory B cells,1,109
PYCR1_NK cells,PYCR1,NK cells,16,109
PYCR1_Naive B cells,PYCR1,Naive B cells,0,109
PYCR1_Non-classical monocytes,PYCR1,Non-classical monocytes,6,109
PYCR1_Plasma cells,PYCR1,Plasma cells,4,109
PYCR1_Plasmablasts,PYCR1,Plasmablasts,3,109
PYCR1_Regulatory T cells,PYCR1,Regulatory T cells,11,109
PYCR1_Tcm/Naive cytotoxic T cells,PYCR1,Tcm/Naive cytotoxic T cells,13,109
PYCR1_Tcm/Naive helper T cells,PYCR1,Tcm/Naive helper T cells,9,109
PYCR1_Tem/Effector helper T cells,PYCR1,Tem/Effector helper T cells,10,109
PYCR1_Tem/Temra cytotoxic T cells,PYCR1,Tem/Temra cytotoxic T cells,12,109
PYCR1_Tem/Trm cytotoxic T cells,PYCR1,Tem/Trm cytotoxic T cells,14,109
PYCR1_pDC,PYCR1,pDC,8,109
RAB40B_Age-associated B cells,RAB40B,Age-associated B cells,2,72
RAB40B_CD16+ NK cells,RAB40B,CD16+ NK cells,18,72
RAB40B_CD16- NK cells,RAB40B,CD16- NK cells,17,72
RAB40B_Classical monocytes,RAB40B,Classical monocytes,5,72
RAB40B_DC2,RAB40B,DC2,7,72
RAB40B_MAIT cells,RAB40B,MAIT cells,15,72
RAB40B_Memory B cells,RAB40B,Memory B cells,1,72
RAB40B_NK cells,RAB40B,NK cells,16,72
RAB40B_Naive B cells,RAB40B,Naive B cells,0,72
RAB40B_Non-classical monocytes,RAB40B,Non-classical monocytes,6,72
RAB40B_Plasma cells,RAB40B,Plasma cells,4,72
RAB40B_Plasmablasts,RAB40B,Plasmablasts,3,72
RAB40B_Regulatory T cells,RAB40B,Regulatory T cells,11,72
RAB40B_Tcm/Naive cytotoxic T cells,RAB40B,Tcm/Naive cytotoxic T cells,13,72
RAB40B_Tcm/Naive helper T cells,RAB40B,Tcm/Naive helper T cells,9,72
RAB40B_Tem/Effector helper T cells,RAB40B,Tem/Effector helper T cells,10,72
